,review,star
817,i went from a samsung android to this iphone     my biggest concern was the size but it s just fine as is   i m so happy with this iphone   it was easy to move everything from my android to this phone  too   i couldn t be happier ,5
818,phone came in really good physical condition  only grip so early  only had phone a week  is that the battery life was at    not the    or above its supposed to be   not a huge deal  but worth noting ,4
819,this phone is in tip top shape and works great    a very good deal ,5
820,clean little phone as in no scratches  but the seller did not refurbish or replace the battery  the battery at full charge lasted   hours  during this time  it sat on a desk not being used or downloading anything  i thought there would at least be a new battery installed  do not buy  and now the amazon app will not let me return it ,1
821,for the past few months was at   bar for most of the day    bars at best performing day or night  always updated the ios and never let the battery   out  did not make a difference  constantly had to walk outside of my job during the day to get       bars  when connecting to wifi problem didn t lessen much ,2
822,i purchased this for my wife  i was very hesitant to purchase refurbished especially when you see reviews of phones not working at all or where product details warn against using phone with any carrier other then att  we use cricket  which uses att towers  happy to report  phone arrived fast  condition was excellent  no dings  scrapes  scratches  or any physical damage whatsoever   packaging was a repack   not original box  but was re wrapped  included new cable and charge block  phone was nearly charged to full  included a nice screen protector  setup was simple as new  no issues with transfer  my wife has been using for   days now and loves it  so far   will update after   days but so far  very pleased and glad we purchased   update     days in and still no issues  very satisfied customer,5
823,i m pleased with my renewed iphone    came as described and in nearly perfect cosmetic condition    looks like brand new and was a breeze setting up battery capacity is at    which falls in line with the description i would recommend if your looking for a cheap older phone in good shape,5
824,i bought this phone in may of    it did have some cosmetic imperfections  but nothing crazy  it has been working very smoothly since the day i ve used it and it s been about   months  everything worked well and smoothly  i m very pleased and impressed at the quality ,5
825,looks brand new   has    battery health great deal for a basically new phone thank youps if u buy amazon renewed make sure the battery health is      as advertised i got burned by a different vendor who expected me to go without a phone during the time it would take to ship the bad phone back   for them to send a new one ,5
826,me gusto mucho,5
827,what i liked was that it was pretty cheap everything was great and the battery life lasted me     hours i went to screen time and it seid   hours and then   becouse when i first got it i was in it a lot then i slowed down i love everything about it but i’m about   months to a year i’m prolly gong to get a new battery but i switched from the   and the   is so much better,5
828,i am so impressed with these phones we ordered  they really are like new  ours came without any physical blemishes  the battery health for each is    and    which is so much better than i was expecting  they included the necessary charging items and a sim card removal tool  i was able to switch out both sim cards for both phones myself and never had to make a trip into our phone provider  easy peasy  we are both pleased with this purchase and would definitely order from this place again  also  the phones came a day early ,5
829,this phone is easy to use   i was amazed at how easy it was to transfer what was on my other iphone to this one   all the apps i had on my previous phone work beautifully on this one   it takes great pictures   love the phone ,5
830,i don t always leave reviews  but i felt i really needed to for this seller because of their great customer service  i ordered a gold iphone    and it came earlier than expected  which was great  for a refurbished phone  i was impressed because it still looked brand new  no scratches    there was a concern about the volume on the phone  but they immediately resolved my concern  they were so kind and understanding  if i ever need another refurbished phone in the future  i will definitely consider them first ,5
831,a great device but the touch screen sucks  it only works when i’m holding the phone  if i lay it down n a flat surface and try to touch the screen   nothing happens   other than that it’s a great device ,4
832,the camera view i love it,5
833,first time i ever bought an iphone online instead of from the service provider   was easy to set up and sync with my other devices   i am very pleased  it came with the charging cable and adapter   the phone was in great condition  not  beat up  or scratched   would buy again   i don t use face recognition so i cannot honestly rate that ,5
834,despite the basic packaging  i was quite impressed with the condition of the phone  it looked brand new without a single scratch  which was one of my main concerns  when purchasing a refurbished phone  it also came with nicely packaged  headphones  aux adapter cable  and a charger  what i like the most about this purchase  was the fact that it was sim unlocked read some reviews saying it wasn’t   i was able to insert my at t sim card and have it work immediately without any complications  i was able to call text people within minutes of activating the phone  i’ve only had this phone for a week now and so far nothing seems to raise any red flags yet  i’ll update my review if anything changes ,5
835,great condition and    battery very happy also fast shipping i’m very thankful,5
836,very happy with this phone purchase  i have had it for almost a year  when i got it the battery was amazing  it held a charge for a very long time  i could do several things  streaming  taking video  texting  calling  etc  without having to recharge  and then one day like it had a switch it went from excellent to very  very poor  seriously  from one day to the next  when batteries die it is normally a gradual thing  it makes me suspicious of apple  that is not renewed cellular s fault whom i bought the phone from  they sold an excellent product  that battery problem is on apple ,5
837,this is awesome  bought this for my son who is on the autism spectrum  we had an old iphone but he kept stealing my xse   to listen to music  so i needed something better quality sound and with enough storage for his talking app  this is perfect we bought an otter cover and he is set  he loves it for his rewards at school they use his music time  thank you     great,5
838,it was delivered on time  all good  without any complaints  the only detail is a scratch on the top of the phone  the iphone was delivered with a maximum battery capacity of     it is fully unlocked,4
839,looks brand new and works great  ,5
840,it’s been two months since i purchased the phone  i was a little skeptical after reading the mixed reviews but i went for it  so far it’s great  phone and works perfectly   phone was in great condition and looked new   happy buyer here ,5
841,i don’t write reviews but i do read them to make my decision i had a sub of mine but me two gold   iphone  ’s unlocked they are currently running on metro by t mobile  all i had to do was call in and give them my imeis i almost didn’t buy them because of some negative reviews but i’m very glad i did i downgraded from an xs so i’m not    satisfied  but i do love my iphone  ’s it’s been almost   mo this since having them and they work perfectly  no flaws     battery health  almost brand new iphone  came with two original apple chargers no headphones generic box not iphone box ,5
842,it came in great condition thank you  ,5
843,loved the quality of this used phone few marks but barely noticeable after you put on a case ,5
844,this was meant to be a starter phone for my daughter  lookswise it’s perfect  it was delivered earlier than expected but the biggest and most important thing the battery life is not good at all  which for a phone for a teenager is the most important thing and unfortunately doesn’t hold battery on full charge for even half day,2
845,i want to note that this review is   months in to owning my iphone    which i originally loved  i read the negative reviews about the battery life not lasting and thought that was just part of owning refurbished  but wow  this is ridiculous  do not buy from this seller the iphone   generation itself seems like a good buy if you want something newer  i did  because i had an iphone   so i needed an upgrade   i ve always bought refurbished and factory reset  because i ve always been thrifty and as a now stay at home mom of two i need to be thrifty on a budget  i also need a reliable phone when i m home alone with both kids or out driving and god forbid need to make an emergency call  anyways  to the point  saving money was not worth this piece of garbage  it worked great for about six months  i bought the phone at the end of march  it s now mid october and the phone will not work unless it s plugged directly into the charger  if i take said phone off the charger  even at     within minutes the phone dies  so now i don t have a phone and cannot afford to replace it  because in my house    is a lot of money  i would just advise carefully researching and do not choose this seller ,1
846,i buy phones through amazon all the time  i ve only had a problem once  but not with this phone  had it turned on an it was definitely unlocked  so there was no problem hooking it up on the network cricket  no defects what so ever  not with hardware or with screen  or backing or buttons  i was very pleased so is my daughter who the phone was for ,5
847,i was a bit hesitant to buy a used iphone  especially since     is just replaced the battery in my current iphone twice in   months ad     they specifically didn’t guarantee battery life over    — which is when my current iphone started to go kerflooie well  battery life was     the phone case and glass were in a   condition   i was so pleased ,5
848,i have had this phone for one week and it is no longer charging update  the company was easy to work with and refunded the cost of a new battery and charger  which seems to have fixed the issue  good customer service ,4
849,lo estoy usando como mi teléfono principal aunque lo compré para que fuera mi teléfono alternativo  el tamaño me convenció ,5
850,the phone has no scratches or marks and looks new   it came in   days  powered up great  was easy to set up  battery life is good  and it even came with a really nice screen protector professionally put on   i am very happy with this purchase   thank you ,5
851,i got this for my   years old daughter   it was her first purchase  with her own money   so we were a bit  concerned  since the product  was renewed   if we didn t know it was renewed  we couldn t  say  looks like a brand new  i didn t  see any cosmetic detail so far  everything  is working  perfectly and she is very happy ,5
852,pros  everything looked great  much better than expected like new     battery health   little to no scratches on screen even looking at it close up cons  i went to make a call and the earpiece isn t audible on max volume so i have to return exchange  i wasted a few hours setting up the phone and return process isn t the super smooth qr code drop off  you must hunt down a printer  who has one of those these days   and affix the label yourself maybe avoid unless you have a gambler s personality like me with too much time on your hands  there is a non zero chance the exchange i get will also have a problem if they aren t even checking if you can make a call and hear the person on the other end  everyone is different and if you get a great deal go for it  just realize you might have to return it for something more than just regular wear but a functional issue ,2
853,the iphone was in perfect condition  non visible signs of defects so far  at t sim card worked perfect so far functioning well but we have   days to see how it works a you do need a sim card to start the phone up then you can use storage space,5
854,phone almost looked new when it came  phenomenal quality     battery life  overall amazing quality be warned  these phones are sometimes manufactured in japan  and therefore the camera shutter sound never turns off when taking a picture  ever  makes it annoying in public  and is a bit of a downside ,4
855,en buen estado buen estado de bateria detalles minimos la pantalla perfecto estado los botones todos funcionando tenia miedo comprarlo pero me sorprendi me ah encantado,4
856,our next phone is going to be purchased here   easy  quality  hassle free       update   if you have a problem with your amazon refurbished iphone  report it asap   we are conscientious people and take great care with our belongings   after about   months the phone started buzzing and vibrating when we push the home button  it is very annoying and research points to the problem most likely a hoptick problem and not urgent  so we didn t start the replacement right away   the problem intensified so we just went online to replace it   everything shows we are eligible to  return or replace by sept    but the  replace  option is not working online   we just called cs and are told we must return the iphone and we are only being offered a portion of the original price   what a pain   so no we do not recommend this service ,1
857,horrible seller  please stay away   this is my second phone purchased with them and both have had faults with reading any sim  this is not an unlocked phone battery percentage is trash and if you send the item back for a refund the seller harrasses you repeatedly falsely accusing you of not removing your icloud  which i never set up because phone never worked  and threatening to have amazon charge for a phone that never worked  wow never dealt with an unprofessional seller   please learn from this horrible experience of mine and do  not buy  ,1
858,i love it,5
859,i was a little concerned by some of the reviews  i bought this for my daughter   the phone came with a charger in a generic box   the phone looks white to me but the order said silver  it came with a tempered glass screen protector already on   i have not seen any scratches or blemishes  i would count the phone in new condition   we took an att sim card from a samsung galaxy   and plugged directly into the iphone  it immediately worked with no issue   all features work and software is up to date   battery life has been good  we have been using it for about   weeks so far ,5
860,i really like my new iphone  i always wanted a red one so i was delighted when i found this one  it works very well it was in very good condition  i really like it  thank you  ,5
861,the phone arrived clean and in       condition and would be mistaken for brand new if it weren’t for some extremely mild blemishing around the border  like super minor  i have no gripes about the phone so far and am considering another my experience is obviously not going to be shared across the board and can only vouch for the first week’s impression but…so far so good  time will tell ,5
862,so far  so good  have had this phone for one week and it s serving me well  miss the earphone jack  but worth having a phone that works and costs less than new ones  i ll update if anything changes ,4
863,this company provides beautiful renewed products   i wanted to allow some time to pass before writing a review  i couldn t be happier i m very skeptical making larger purchases online especially when it comes to tech products  i m so glad i took the great deal this company offered as they delivered my phone with perfect quality       i purchased the phone renewed and it arrived in seemingly brand new condition  everything works like new  a glitch once in a while is normal for all iphones and i still haven t even seen one  i ve been enjoying this phone every day since i received it ,5
864,the phone works and is very acceptable   would like more volume in speaker but problem is really my ears   battery life between charging is not like new but acceptable,5
865,no issues to speak of as yet  this isn’t the first refurbished iphone ipad device that i have purchased from amazon and in all cases no problems or disappointing issues to speak of ,5
866,the phone battery popped about   weeks ago    first it took forever to charge but i m not the kind to complain i decided to let it be    now it won t charge took it to a place to have it looked at they said battery is done you need a new one and it s cheaper to get another phone,5
867,the longest phone i have ever used  lasted almost   years with no issues,5
868,very happy  only had it for a week but i was very impressed by the quality  honestly  came in a brand new condition  no scratches  bumps  nothing  everything has worked like it is supposed to and yes i was able to easily change sim cards and it worked fine  very please  so much that i am already ordering my second one  hope that it comes in “like new” condition as well ,5
869,shipping was fast but the phone was scratched  sometimes it wont shift between camera settings  and there was no sim card  i was very frustrated i lost my iphone   so the iphone    is my back up  the camera quality feels so poor compared to what i’m used to but that has nothing to do with the seller i just really wish i would’ve been more aware that the seller did not include a sim card with purchase of the phone i live six hours round trip from a verizon store so they had to ship me the sim card before i could even activate the phone  that took another   days ,3
870,perfecto,5
871,easy as pie  i received a well wrapped box with phone  cord  plug in  and sim pin  the directions were clear and easy  my new phone was set up within   minutes    that included multitasking and childcare  i am very satisfied with my purchase  looks and works as new    with a whole year to return it i can’t complain    i’ll never buy a new phone again  thank you ,5
872,although i have bought recondition ones and had no problems this one i bought has a problem communicating without having the speaker voice activated speakerphone with the only way i can get the phone to not break up or so und erratic another words the speaker  i have not heard back from the supplier ,2
873,the phone appears to be in decent condition  some very small blemishes on front screen  but it arrived with a dead battery and it won’t take a charge  i’ve tried several wires  apple brand and in good condition  as well as the aftermarket charge cord it came with and the battery holds at    after being plugged in for several hours  it makes the charge sound when i plug it in  but battery doesn’t take a charge at all ,1
874,this phone works great  we use it on the mint sim network     a month for unlimited talk  text  and data  which is linked through sprint  it was unlocked  it was in great shape and takes great pictures  battery life is as it should be and we have had no problems at all with it since we bought it   months ago ,5
875,work good and looks good  the battery doesn’t last as long as the one we use to have ,5
876,do not buy these   the battery will not hold a charge after   days   this went out at   days and customer service won t help you   the risk reward is not worth it   get another product ,2
877,this product came in good shape but with a completely bad battery  the phone would work until you got to around    and the  would randomly shut off  i had to buy a battery   day after i received it and it cost me another         i bought the   year warrant and paid an extra      for that  i use my phone for business and don’t have time to send it in for warranty so i just paid outta pocket to prevent the inconvenience  i am always worried about buying used things online for this exact reason  with that said the phone works perfect after the new battery was installed  i will be very reluctant to buy used electronics online in the future   which was my gut feeling in the first place   ,3
878,don t buy  we bought this for our son mainly to just play games and watch youtube  worked less than one week and then didn t turn on again  we took it to an apple store and they said it is a japanese model and was junk ,1
879,the phone arrives in perfect condition  cosmetically it looked brand new and i had no issues with any of the functionality  i wound up purchasing   different phones because of the quality  for   or   of the phones they were a dollar or   more but i feel it was definitely worth because of the consistent quality  i used hybrid it as the seller for all   phones i purchased ,5
880,great phone,5
881,the phone overall is good but i saw two problems with the phone like a one tiny cut on the bottom right of the phone and the battery life is on    right but overall the phone is pretty good id say,4
882,this has been the first time i tried buying a refurbished phone  and i was a bit nervous about  but i have been really happy about it i received the phone  and it looks as good as new  no scrathes etc  it did not come with the original charger from apple  but that was not really a problem i have not noticed anything not functioning  or being slightly off  battery life seems great  i have had no technical problems with it  i also did not have any problems with connecting to my sim card and phone company  i have t mobile i think it is a great way to save some money on what is already a pretty expensive phone brand  and i can recommend doing this ,5
883,the iphone   arrived looking like brand new  it even came with screen protector  however  fingerprint sensor did not work  i spent a couple of hours setting and resetting the phone with no luck and just ended up returning it  i didn t test any other phone functions thus have no comments whether other features are in working order  since the phone did not perform as described  i had to give it lower rating  but i went with   stars since the return process was painless  they provided a prepaid ups label  i got refund less than   week after i shipped it back  i will be ordering another phone and hopefully have better luck this time around ,3
884,i returned it because i m used to the size of an iphone   plus  but the phone was flawless  it even came with the sticker on the screen  like it was brand new  the packaging left nothing to be desired  it was   as advertised and gave no problems  i just forgot to notice that it was an   and not an   plus  but that s on me  the product still deserves five stars ,5
885,the phone overall is just fine  i thought that the battery would be leaps and bounds better than my    it is a marked improvement but certainly doesn’t last all day with typical usage  the phones were received with no packaging around it  the phone was in the iphone box but the box had opened in transit and when the box was opened the phone was faced down in the box  i am concerned on the long term jostling that the phone received in transit ,4
886,just as any kids is  he is hard on a phone so i worry how long it is going to last  i m not sure about the battery life being as good as my samsung  he does seem to charge it more than i do mine and i have asked him once or twice he no answer my call and he say his battery is low  don t recall having that issue when he had a samsung  still all the features seem to work fine except for the wifi calling  we ive in the country and respection is not the best so wifi calling is something we do at home  i used his phone the other day because i couldn t find mine and the call i was on dropped three times  was not pleased with that  i even took the time to go find mine to finish my call ,3
887,it was never mentioned in the amazon ad that it is refurbished item  they used a different terminology i have a   days warranty so i m still observing  its performance  actually i didn t mind it s used for that price it s alright ,4
888,great used iphone   amazon let me pay it in   payments    at     ,5
889,i had ordered this for a friend and was a little worried because it was renewed  but when it arrived i was quite impressed not only with the condition  but also the battery life  the condition was mint no scratches it’s basically a brand new phone  the battery had me quite worried but the battery capacity was at    which is like new  so all and all     stars everything went well and no problems ,5
890,i purchased this device as a temporary replacement for a phone that died  in the time i used it everything functioned perfectly and other than a spot on the bezel around the charging port where the finish was worn it looked brand new  according to the built in battery health utility it was in need of service but it lasted me all day with frequent use all in all i would buy another without a second thought ,5
891,this phone appears top be in excellenmmt condition and appearanmce  everythginmg that i klnpow   phones seems to work okay   i am no techie  i am   years old andf use it primarily for talking and texting  it appears to work exactly as it shoul d,4
892,works like new  looks like new  love it  hey  i didn t know it had facial recognition ,5
893,the camera sound  the “click” when you take a picture  cannot be muted  not even if you switch off the sound with the button on the left side and you activate the silent mode  i went to the apple store to verify if it was a hardware issue and it could be repaired  but they said no  they informed me that this is not adjustable as the phone comes from japan and this is one of those countries where the sound of the camera cannot be silenced  i found it extremely disappointing  as i would have never bought it if i knew in advance – and i am very surprised that this is an amazon “certified and inspected product”  did not you realize while inspecting the phone that the camera sound could not be muted  at least you could have advised that in this particular device the sound could not be turned off as a loyal customer of amazon  prime too  from several years now  i found it extremely shady  you sponsor a product as certified and tested by amazon qualified supplier and you should be transparent while describing the product and its specifications  given that amazon is an international platform and your buyers are based all around the world  i am based in the usa and knowing that the product would have come from japan and the camera cannot be silenced  i wouldn’t have completed the purchase but switched to a different supplier this is a lack of primary information that should have been disclosed by amazon and would have guided and helped me in the purchasing process lastly  the battery is weak – it lowers down very quickly and i have to charge it at least three times a day ,1
894,fingerprint recognition does not work but i am old and my prints are very faint   i don t mind because i prefer to use my access code   i do not know anything about face recognition   i tworks with my new apple watch and that is what i wanted ,4
895,my favorite phone so far  works well  the only thing that bugs me is that you can’t silence the shutter sound when you take a picture  it is a japanese model  and apparently it’s illegal to take pictures silently  which is one of my favorite things to do  haha no complaints otherwise ,4
896,so far i think i like android phones better than iphone  but this phone operates and looks like new  the ios seems counter intuitive  maybe i ll grow to love it  what i do like is that it doesn t deplete its battery like an android  seems like a high quality phone  and not as pricey as new after several months of use  i like the device very much  it does what it claims and doesn t seem to have a lot of stuff running in the background depleting the battery and causing overheating like androids i ve had  still frustrated by the arcane lack of file management that forces everything through itunes  some files just don t get transferred to the phone  not the fault of the phone  apple corp just won t allow convenient computer operations ,5
897,product info could of been more specific  also  returns were not more specific ,2
898,reading other reviews made me very nervous to see how this phone was going to turn out  but luckily it works perfectly   there are no problems i have been facing and i’ve had the phone for about two months now  and it is indeed fully unlocked  i tried it with a cricket and metro pcs sim card and they both worked with the phone  i would recommend buying this phone    ,5
899,you rock    this product was absolutely in great condition  my   year old  is getting use to it already  this is her first iphone  she loves it   thank you for making my purchase so easy ,5
900,my   took less that a week to arrive    days to be precise  on free shipping  it is a real value for money  looks and acts like new  battery life is at a     i couldn’t have asked for anything better than this  it even came with a free screen protector  what better value can i get than that  thank you amazon and all the more thanks to the seller  joy goods  ,5
901,small problem with sound distortion that occurred after a couple weeks  but cleaned earpiece and crystal clear sound again  good battery life  satisfied with my purchase thus far ,4
902,great phone,5
903,the physical condition of the phone was excellent with no defects that i have found   the batter had a health rating of     which goes beyond the    minimum guaranteed   moving up to the iphone   lets me use a charge pad  which i really like   had to get used to the feel of the touch  but that wasn t bad  just different from the iphone     i m starting to like it better   haven t used the camera  so i didn t rate it  but expect it to be excellent as well ,5
904,do not purchase refurbished renewed iphones from amazon or this vendor   i purchased this iphone   for my son  last december   the phone started having problems in march  as it would not charge fully and would just shutdown at random times   by late may  the phone would no longer charge or turn on   i took it to the apple store  and after running a diagnostic  they determined that it no longer had the ability to turn on  meaning there was something wrong with the internal hardware   i contacted the seller  and they refused to do anything  just sending me an automated message that it’s past the   day warranty period   amazon  after   phone calls  said the same thing  although i’ve escalated to seemingly the highest tier of customer service  i’m still waiting to here if someone is going to refund me    basically  amazon and this seller took     of my money and gave me a worthless piece of plastic   that constitutes fraud  in my eyes   i’m done with amazon after this experience   beware — apparently the “amazon certification” for refurbished phones is worthless ,1
905,little apprehensive based on some reviews so i upgraded to the “premium” option   i am glad i did   phone arrived with just one very faint feather scratch near the bottom  not noticeable when in use but otherwise looked brand new   had it now for a week and it has worked flawlessly   the apple battery health indicator shows    so that was a nice surprise   i upgraded from a   and it’s definitely a huge upgrade so i am overall very pleased with the purchase ,5
906,my wife had a iphone   for almost   years the battery was going so i was able to get her the iphone   with the same storage as her iphone    she is using the same case as her old phone  it was very easy to get all her information transferred to this phone very happy,5
907,i saw multiple reviews talking about how these refurbished phones were horrible and i was skeptical at first but i am glad i took the plunge and purchased this used phone  it is pretty much like new and was shipped clean and ready for setup  no issues with it thus far and battery life seems appropriate  i will certainly do business with this seller again,5
908,the battery does die a bit quick but almost all apple products have that issue rn xd i absolutely love it and it came so quick   i got the iphone   after i fell and broke my old one this one has been really reliable and glad to have done business with you guys            happy customer,4
909,great,5
910,looks and works just like a new one except the battery  but that was expectable for the smartphone made more than   years ago got it a good discount  it came in generic box with charger  cable and a pin unlocked  as it was claimed so  i m glad for  purchasing it got exactly wanted to  and with good price ,5
911,the phone had no scratches or defects and it even came with a screen protector  we put the sim card in and it all worked perfectly  i used to purchase my used phones from a different website and things just didn’t run as smoothly with that website the price on amazon was way better and the phone was perfect  i will always purchase from here from now on ,5
912,just received the phone  came earlier than expected  even came with a few extra “goodies” from the shipper  back case and front cover   looks brand new and metropcs was able to switch out my old motorola   phone   all my contacts  photos  sim card   everything into this phone  now i need to learn how to use it so far i am very impressed i’ll update my review in   days ,5
913,i never owned an iphone until i purchased the refurbished iphone    it worked fine and allayed any fears i had about buying a used phone  it turned out to be a good way to save money and get a decent phone in the process ,5
914,this was for my granddaughter and she was well pleased with it   she has had no problems with it and it does everything she needs it to do ,5
915,this phone came looking and performing as a new item  very pleased with it  it took a week to get it  but still reasonable time  the price was fantastic  less than    including delivery ,4
916,this is the first iphone i bought for a family member they liked the phone but once again the charger broke in half the first day the tried to use it i want these sellers to know that whenever you buy a phone the charger is jus as important as the phone i was blessed because i already had a iphone charger ,4
917,                    the media could not be loaded                 ,3
918,cosmetically  the phone was in excellent condition  the battery health was at     even with little to no usage the battery drains fast and requires charging every two days ,3
919,bought this phone to replace my husband’s antique iphone since he kept blaming for not putting my calls through     the phone we received works well  no cosmetic complaints  battery life seems good  we downloaded the latest ios without any problems  husband likes it ,5
920,if your phone comes with a screen protector i would remove it and inspect the screen  mine had a glass screen protector that was not clear on the edges  it masked some blemishes on the screen ,4
921,received on friday   transferred data and programs from old phone on sunday   will be hooking it up to at t on monday   so far the phone works well  except the battery seems to discharge rather quickly  possibly a result of too many apps running  but i ll be checking that out soon    in any event  i am quite pleased with my purchase ,5
922,i bought from buyspry and i could not be happier  phone looks and responds like it’s brand new  i have a safe link sim card and i used to have a samsung phone  i popped in the sim card and it worked immediately  in the box i got a charger cord and a charger box along with something to take out the sim card tray  they may not be what you get in a regular iphone box but it all works great  also it did come in a generic smartphone box  i definitely do not regret this purchase  phone absolutely looks brand new ,5
923,decent little phone  i do have an issue with phone calls  i can get them but no one can hear me talking  but this is only sometimes ,4
924,el vendedor envió el teléfono bloqueado con una clave de seis dígitos y no informó  tuve que pagar    para desbloquearlo  además la publicación dice este anuncio incluye     apple iphone      funda protectora transparente con absorción de impactos     soporte ajustable y plegable   cargador de coche usb     de carga rápida     cable lightning de carga     cubo de alimentación usb   paño de microfibra de limpieza de lo cual sólo trajo el iphone    cable usb y cubo de alimentación deben ser más transparentes con lo que publican y con lo que en realidad envían al cliente ,5
925,after reading some of the reviews on the reseller buyspry i was actually terrified of buying this phone  probably one of the riskiest clicks i ve had to do however  the phone arrived neatly packaged  exactly as advertised  with cable   wall charger and it looked brand new  there were a few light scratches on the screen and on the glass behind but the type of scratches that are only visible under certain angles and with lots of light   personally not a problem at all  at first glance  it looks absolutely spotless   like a new phone  battery capacity health  the you can check at settings  was at    which seems pretty good  overall  so far zero complaints  phone looks amazing   works just as good ,5
926,it was like a brand new,5
927,like new,5
928,i ordered this phone fully unlocked in a desperate attempt to get a quick replacement for the one i dropped in a toilet   after purchasing  i read the comments thoroughly and thought the phone would not be compatible with my boostmobile network   i even contacted the seller to alert them to my potential return   when it arrived  i immediately took it to boostmoble to see if it would work   it was a success   however i had to pay     bucks   my iphone   memory card is not compatible with the     i had to buy a compatible boostmobile sim card   i love my new phone   great quality ,5
929,the phone came well packaged with no damage  my son main complaint is the phone would not keep charge for a long time  the charger has a black piece that goes to the wall  otherwise  it looks good ,4
930,i have not had any issues with my new phone so far  i have been using it for about   days   getting the phone set up and all of my data moved onto it was no problem  it says that the battery has    capacity  which is within the range that the description suggested  i would order this product refurbished again  but hopefully i don t have to     ,5
931,this product is renewed by amazon but is sold by a third party vendor  i received the iphone and attempted to set it up from transferring from another iphone  during the process it required me to update the software from     to      doing so  locked up  the iphone to the point restore or updating was useless  i called the seller and notified them of the issue  i was told i would have to return the item and buy a new iphone to replace this defective unit  this is where it gets crappy  i submitted the online return thru amazon and labeled the item as defective with description and printed of the shipping label  only to find out that the shipping label requires the purchaser to pay return shipping  even though the product is defective  i called amazon renewed number because they  guarantee     customer satisfaction  and i was told that i will need to go out and pay for return shipping  call amazon back with the amount  and then will have to mail in the receipt to be reimbursed  not really sure if this is what is meant be    customer satisfaction if i have to do all this work for a defective product do yourself a favor and buy only from amazon prime and free return shipping  don t trust renewed    customer satisfaction promise update        amazon still did not want to issue a credit for defective return shipping  the seller stepped up and addressed the issue and refunded ,1
932,product was faulty from day one  a couple large chips on edge and shakey back camera  i felt they should have sent me another one so i could then send this one back  instead seller wanted me to be without phone for weeks to return and receivea replacementafter receiving  so i just kept it due to the inconvenience  monumental mistake  within a coulpe of months the phone barley charges even with new quick charge charger  it started hissing and buzzing after turning on back camera  i m waiting on this thing to explode  such a waste of money and seller is not recommend for sure ,1
933,got this to upgrade a family member from a   and they love it  no problem setting up new phone and  seems to be working great with no issues  will update if anything changes  packages was awesome and arrived quickly  like new condistiob and battery life seems to be good for a renewed phone so far very happy with this product ,5
934,i seriously love this phone  i was impressed with the quality provided at such a low price  the phone works like new except for the battery which seems to die slightly faster than expected  perhaps the previous owner kept leaving the phone charged overnight always unplug your phones once you see    battery     ,4
935,looks and runs like brand new,5
936,screen looks like a new one  no scratch back of this phone looks good too dry glue can be seen at the edge an obvious damage at the bottom  but it doesn t hurt much though battery is good  feels like a new battery so  overall  for a refurbished phone  this is a pretty good one for the quality and price    ,5
937,overall a great phone for my daughter  excellent photos   battery life us pretty short though  but works great overall ,4
938,so i ordered the iphone in gold   gb  fully unlocked  but what had came was the iphone in black but totally unlocked  i made sure i ordered the gold one  only a few bad things battery health was at   when i first got it and just realized only one of the speakers works  the left one does not work  but in general the phone is good,4
939,i love everything  i was so scared that this was a scam or that it wasn’t going to work but it has definitely been way better then i could have imagined  for it being renewed  it was as if i got it straight out of the factory at apple  wonderful product ,5
940,ive been pleased in the past with amazon refurbished products as i’ve had many electronic in the past and have not until now came across a displeasing product i’ve bought the iphone   and there seems to be a tint as wide as an inch from the top of the screen  also the speakers are terrible whether playing music or listening to calls ,2
941,i bought this twice  two years apart  the first one i sent back because the battery went south way too quickly and they sent another lickety split  then i broke it fair and square the one this time looks absolutely new with not so much as a smudge  con  this battery health is at     which is easily acceptable for a phone selling at    off the original price  a sixty dollar battery  repair  in a year is well worth it buy this one  if yours isn t perfect  send it back for another  every used phone can have problems but that doesn t mean every used phone has one  if you don t understand this  go buy a new thousand dollar phone and be happy ,5
942,i was excited to receive my phone  but soon realized it wasn’t running correctly  it has a few unexpected quirks one being the battery is worse than my   year old phone  i’m so disappointed  i was going to return it  but read through the return policy and don’t want to chance receiving only a partial credit      restocking fee up to no credit    i would suggest taking your business to a place with less risk and better care of their customers ,2
943,the seller was one of the most helpful and professional sellers i ve ever done business with  i had an initial problem with the serial number but as soon as i registered a complaint  the seller reached out to me within   and kept in touch until the issue was resolved  i received another phone and everything worked out great  i d definitely use the seller  hybrid it  again ,5
944,it has been a good phone thus far,5
945,camera works great too  just pop in my sim card  worked like a charm  its the third phone i buy from same place  have not had any problems  i bought three phones for the whole family  highly recommend buying if you don t want to spend a whole lot of money   my wife uses it to make short videos ,5
946,very satisfied in all aspects so far ,5
947,good  ,5
948,my mom just upgraded her phone and lost it so we bought this one for her and so far it’s working great ,5
949,for   this is a great deal  only problem is this is a japanese model and should be advertised as such  one  and very annoying difference is the stupid camera sound is forced on no matter what  all those perverts over there in japan need to calm down  besides that  the phone is of above average condition with a few minor blemishes  but that’s to be expected at this price  battery is at   ,4
